abejoti 6 ab-ej-o-ti abejoti; vksm. bendr.
akcentuojama 1 akcent-uoj-am-a akcentuoti; vksm. dlv. mot. g. es. l. vns. vard. neveik. r.; vksm.
dlv. mot. g. es. l. vns. įnag. neveik. r.; vksm. dlv. mot. g. es. l.
vns. šauksm. neveik. r.; vksm. dlv. bev. g. es. l. neveik. r.
akcentuojamas 3 akcent-uoj-am-as akcentuoti; vksm. dlv. vyr. g. es. l. vns. vard. neveik. r.; vksm.
dlv. vyr. g. es. l. vns. šauksm. neveik. r.; vksm. dlv. mot. g. es.
l. dgs. gal. neveik. r.
405
akcentuojamos 1 akcent-uoj-am-os akcentuoti; vksm. dlv. mot. g. es. l. vns. kilm. neveik. r.; vksm.
dlv. mot. g. es. l. dgs. vard. neveik. r.; vksm. dlv. mot. g. es. l.
dgs. šauksm. neveik. r.
akcentuojantys 1 akcent-uoj-ant-ys akcentuoti; vksm. dlv. vyr. g. es. l. dgs. vard. veik. r.; vksm.
dlv. vyr. g. es. l. dgs. šauksm. veik. r.
akcentuota 1 akcent-uo-t-a akcentuoti; vksm. dlv. mot. g. būt. l. vns. vard. neveik. r.;
vksm. dlv. mot. g. būt. l. vns. įnag. neveik. r.; vksm. dlv. mot.
g. būt. l. vns. šauksm. neveik. r.; vksm. dlv. bev. g. būt. l.
neveik. r.
akinama 1 ak-in-am-a akinti; vksm. dlv. mot. g. es. l. vns. vard. neveik. r.; vksm. dlv.
mot. g. es. l. vns. įnag. neveik. r.; vksm. dlv. mot. g. es. l. vns.
šauksm. neveik. r.; vksm. dlv. bev. g. es. l. neveik. r.
akinamai 4 ak-in-am-ai akinti; vksm. dlv. mot. g. es. l. vns. naud. neveik. r.
akinančiai 1 ak-in-anč-iai akinti; vksm. dlv. mot. g. es. l. vns. naud. veik. r.
akinančios 2 ak-in-anč-ios akinti; vksm. dlv. mot. g. es. l. vns. kilm. veik. r.; vksm. dlv.
mot. g. es. l. dgs. vard. veik. r.; vksm. dlv. mot. g. es. l. dgs.
šauksm. veik. r.
akinanti 1 ak-in-ant-i akinti; vksm. dlv. mot. g. es. l. vns. vard. veik. r.; vksm. dlv.
mot. g. es. l. vns. šauksm. veik. r.
akredituoti 1 akredit-uo-t-i akredituoti; vksm. dlv. vyr. g. būt. l. dgs. vard. neveik. r.;
vksm. dlv. vyr. g. būt. l. dgs. šauksm. neveik. r.
akredituotų 1 akredit-uo-t-ų akredituoti; vksm. dlv. vyr. g. būt. l. dgs. kilm. neveik. r.;
vksm. dlv. mot. g. būt. l. dgs. kilm. neveik. r.
aktyvuojančio 1 aktyv-uoj-anč-io aktyvuoti; vksm. dlv. vyr. g. es. l. vns. kilm. veik. r.
aktyvuojantį 1 aktyv-uoj-ant-į aktyvuoti; vksm. dlv. vyr. g. es. l. vns. gal. veik. r.
aktualizuojantis 1 aktual-iz-uoj-ant-is aktualizuoti; vksm. dlv. vyr. g. es. l. vns. vard. veik. r.; vksm.
dlv. vyr. g. es. l. vns. šauksm. veik. r.
aktualizuotas 1 aktual-iz-uo-t-as aktualizuoti; vksm. dlv. vyr. g. būt. l. vns. vard. neveik. r.;
vksm. dlv. vyr. g. būt. l. vns. šauksm. neveik. r.; vksm. dlv.
mot. g. būt. l. dgs. gal. neveik. r.
akuotas 1 ak-uo-t-as akuoti; vksm. dlv. vyr. g. būt. l. vns. vard. neveik. r.; vksm. dlv.
vyr. g. būt. l. vns. šauksm. neveik. r.; vksm. dlv. mot. g. būt. l.
dgs. gal. neveik. r.
alergizuojami 1 alerg-iz-uoj-am-i alergizuoti; vksm. dlv. vyr. g. es. l. dgs. vard. neveik. r.; vksm.
dlv. vyr. g. es. l. dgs. šauksm. neveik. r.
alinamas 1 al-in-am-as alinti; vksm. dlv. vyr. g. es. l. vns. vard. neveik. r.; vksm. dlv.
vyr. g. es. l. vns. šauksm. neveik. r.; vksm. dlv. mot. g. es. l.
dgs. gal. neveik. r.
alinančias 1 al-in-anč-ias alinti; vksm. dlv. mot. g. es. l. dgs. gal. veik. r.
alinanti 3 al-in-ant-i alinti; vksm. dlv. mot. g. es. l. vns. vard. veik. r.; vksm. dlv.
mot. g. es. l. vns. šauksm. veik. r.
alinantis 1 al-in-ant-is alinti; vksm. dlv. vyr. g. es. l. vns. vard. veik. r.; vksm. dlv. vyr.
g. es. l. vns. šauksm. veik. r.
alkstantiems 1 alkst-ant-iems alkti; vksm. dlv. vyr. g. es. l. dgs. naud. veik. r.
alsuojančią 2 als-uoj-anč-ią alsuoti; vksm. dlv. mot. g. es. l. vns. gal. veik. r.
alsuojantį 1 als-uoj-ant-į alsuoti; vksm. dlv. vyr. g. es. l. vns. gal. veik. r.
406
amputuota 1 amput-uo-t-a amputuoti; vksm. dlv. mot. g. būt. l. vns. vard. neveik. r.;
vksm. dlv. mot. g. būt. l. vns. įnag. neveik. r.; vksm. dlv. mot.
g. būt. l. vns. šauksm. neveik. r.; vksm. dlv. bev. g. būt. l.
neveik. r.
analizuojama 6 analiz-uoj-am-a analizuoti; vksm. dlv. mot. g. es. l. vns. vard. neveik. r.; vksm.
dlv. mot. g. es. l. vns. įnag. neveik. r.; vksm. dlv. mot. g. es. l.
vns. šauksm. neveik. r.; vksm. dlv. bev. g. es. l. neveik. r.
analizuojamas 5 analiz-uoj-am-as analizuoti; vksm. dlv. vyr. g. es. l. vns. vard. neveik. r.; vksm.
dlv. vyr. g. es. l. vns. šauksm. neveik. r.; vksm. dlv. mot. g. es.
l. dgs. gal. neveik. r.
analizuojami 8 analiz-uoj-am-i analizuoti; vksm. dlv. vyr. g. es. l. dgs. vard. neveik. r.; vksm.
dlv. vyr. g. es. l. dgs. šauksm. neveik. r.
analizuojamoje 1 analiz-uoj-am-oje analizuoti; vksm. dlv. mot. g. es. l. vns. viet. neveik. r.
analizuojamos 4 analiz-uoj-am-os analizuoti; vksm. dlv. mot. g. es. l. vns. kilm. neveik. r.; vksm.
dlv. mot. g. es. l. dgs. vard. neveik. r.; vksm. dlv. mot. g. es. l.
dgs. šauksm. neveik. r.
analizuojamų 2 analiz-uoj-am-ų analizuoti; vksm. dlv. vyr. g. es. l. dgs. kilm. neveik. r.; vksm.
dlv. mot. g. es. l. dgs. kilm. neveik. r.
analizuotų 1 analiz-uo-t-ų analizuoti; vksm. dlv. vyr. g. būt. l. dgs. kilm. neveik. r.; vksm.
dlv. mot. g. būt. l. dgs. kilm. neveik. r.
apakusi 1 ap-ak-us-i apakti; vksm. dlv. mot. g. būt. k. l. vns. vard. veik. r.; vksm.
dlv. mot. g. būt. k. l. vns. šauksm. veik. r.
apanglėjusių 1 ap-angl-ėj-us-ių apanglėti; vksm. dlv. vyr. g. būt. k. l. dgs. kilm. veik. r.; vksm.
dlv. mot. g. būt. k. l. dgs. kilm. veik. r.
apaugę 4 ap-aug-ę apaugti; vksm. dlv. vyr. g. būt. k. l. dgs. vard. veik. r.; vksm.
dlv. vyr. g. būt. k. l. dgs. šauksm. veik. r.; vksm. dlv. bev. g.
būt. k. l. veik. r.
apaugęs 3 ap-aug-ęs apaugti; vksm. dlv. vyr. g. būt. k. l. vns. vard. veik. r.; vksm.
dlv. vyr. g. būt. k. l. vns. šauksm. veik. r.
apaugusi 1 ap-aug-us-i apaugti; vksm. dlv. mot. g. būt. k. l. vns. vard. veik. r.; vksm.
dlv. mot. g. būt. k. l. vns. šauksm. veik. r.
apaugusią 1 ap-aug-us-ią apaugti; vksm. dlv. mot. g. būt. k. l. vns. gal. veik. r.
apaugusiomis 1 ap-aug-us-iomis apaugti; vksm. dlv. mot. g. būt. k. l. dgs. įnag. veik. r.
apaugusios 3 ap-aug-us-ios apaugti; vksm. dlv. mot. g. būt. k. l. vns. kilm. veik. r.; vksm.
dlv. mot. g. būt. k. l. dgs. vard. veik. r.; vksm. dlv. mot. g. būt.
k. l. dgs. šauksm. veik. r.
apaugusiu 1 ap-aug-us-iu apaugti; vksm. dlv. vyr. g. būt. k. l. vns. įnag. veik. r.
apaugusių 2 ap-aug-us-ių apaugti; vksm. dlv. vyr. g. būt. k. l. dgs. kilm. veik. r.; vksm.
dlv. mot. g. būt. k. l. dgs. kilm. veik. r.
apčiuopiami 1 ap-čiuop-iam-i apčiuopti; vksm. dlv. vyr. g. es. l. dgs. vard. neveik. r.; vksm.
dlv. vyr. g. es. l. dgs. šauksm. neveik. r.
apčiuopiamos 1 ap-čiuop-iam-os apčiuopti; vksm. dlv. mot. g. es. l. vns. kilm. neveik. r.; vksm.
dlv. mot. g. es. l. dgs. vard. neveik. r.; vksm. dlv. mot. g. es. l.
dgs. šauksm. neveik. r.
apčiuopta 1 ap-čiuop-t-a apčiuopti; vksm. dlv. mot. g. būt. l. vns. vard. neveik. r.; vksm.
dlv. mot. g. būt. l. vns. įnag. neveik. r.; vksm. dlv. mot. g. būt.
407
l. vns. šauksm. neveik. r.; vksm. dlv. bev. g. būt. l. neveik. r.
apdainavę 1 ap-dain-av-ę apdainuoti; vksm. dlv. vyr. g. būt. k. l. dgs. vard. veik. r.;
vksm. dlv. vyr. g. būt. k. l. dgs. šauksm. veik. r.; vksm. dlv.
bev. g. būt. k. l. veik. r.
apdainuojama 1 ap-dain-uoj-am-a apdainuoti; vksm. dlv. mot. g. es. l. vns. vard. neveik. r.;
vksm. dlv. mot. g. es. l. vns. įnag. neveik. r.; vksm. dlv. mot. g.
es. l. vns. šauksm. neveik. r.; vksm. dlv. bev. g. es. l. neveik. r.
apdainuotosios 1 ap-dain-uo-t-osios apdainuoti; vksm. dlv. mot. g. būt. l. vns. kilm. įvardž. neveik.
r.; vksm. dlv. mot. g. būt. l. dgs. vard. įvardž. neveik. r.; vksm.
dlv. mot. g. būt. l. dgs. šauksm. įvardž. neveik. r.
apdaužytas 1 ap-dauž-y-t-as apdaužyti; vksm. dlv. vyr. g. būt. l. vns. vard. neveik. r.; vksm.
dlv. vyr. g. būt. l. vns. šauksm. neveik. r.; vksm. dlv. mot. g.
būt. l. dgs. gal. neveik. r.
apdergtos 1 ap-derg-t-os apdergti; vksm. dlv. mot. g. būt. l. vns. kilm. neveik. r.; vksm.
dlv. mot. g. būt. l. dgs. vard. neveik. r.; vksm. dlv. mot. g. būt.
l. dgs. šauksm. neveik. r.
apdirbama 2 ap-dirb-am-a apdirbti; vksm. dlv. mot. g. es. l. vns. vard. neveik. r.; vksm.
dlv. mot. g. es. l. vns. įnag. neveik. r.; vksm. dlv. mot. g. es. l.
vns. šauksm. neveik. r.; vksm. dlv. bev. g. es. l. neveik. r.
apdirbamų 2 ap-dirb-am-ų apdirbti; vksm. dlv. vyr. g. es. l. dgs. kilm. neveik. r.; vksm.
dlv. mot. g. es. l. dgs. kilm. neveik. r.
apdirbamųjų 1 ap-dirb-am-ųjų apdirbti; vksm. dlv. vyr. g. es. l. dgs. kilm. įvardž. neveik. r.;
vksm. dlv. mot. g. es. l. dgs. kilm. įvardž. neveik. r.
apdorojama 1 ap-dor-oj-am-a apdoroti; vksm. dlv. mot. g. es. l. vns. vard. neveik. r.; vksm.
dlv. mot. g. es. l. vns. įnag. neveik. r.; vksm. dlv. mot. g. es. l.
vns. šauksm. neveik. r.; vksm. dlv. bev. g. es. l. neveik. r.
apdorojamas 1 ap-dor-oj-am-as apdoroti; vksm. dlv. vyr. g. es. l. vns. vard. neveik. r.; vksm.
dlv. vyr. g. es. l. vns. šauksm. neveik. r.; vksm. dlv. mot. g. es.
l. dgs. gal. neveik. r.
apdorojami 7 ap-dor-oj-am-i apdoroti; vksm. dlv. vyr. g. es. l. dgs. vard. neveik. r.; vksm.
dlv. vyr. g. es. l. dgs. šauksm. neveik. r.
apdorojamos 4 ap-dor-oj-am-os apdoroti; vksm. dlv. mot. g. es. l. vns. kilm. neveik. r.; vksm.
dlv. mot. g. es. l. dgs. vard. neveik. r.; vksm. dlv. mot. g. es. l.
dgs. šauksm. neveik. r.
apdorojamų 3 ap-dor-oj-am-ų apdoroti; vksm. dlv. vyr. g. es. l. dgs. kilm. neveik. r.; vksm.
dlv. mot. g. es. l. dgs. kilm. neveik. r.
apdorojančių 1 ap-dor-oj-anč-ių apdoroti; vksm. dlv. vyr. g. es. l. dgs. kilm. veik. r.; vksm. dlv.
mot. g. es. l. dgs. kilm. veik. r.
apdorojantys 1 ap-dor-oj-ant-ys apdoroti; vksm. dlv. vyr. g. es. l. dgs. vard. veik. r.; vksm. dlv.
vyr. g. es. l. dgs. šauksm. veik. r.
apdorota 1 ap-dor-o-t-a apdoroti; vksm. dlv. mot. g. būt. l. vns. vard. neveik. r.; vksm.
dlv. mot. g. būt. l. vns. įnag. neveik. r.; vksm. dlv. mot. g. būt.
l. vns. šauksm. neveik. r.; vksm. dlv. bev. g. būt. l. neveik. r.
apdovanota 1 ap-dov-an-o-t-a apdovanoti; vksm. dlv. mot. g. būt. l. vns. vard. neveik. r.;
vksm. dlv. mot. g. būt. l. vns. įnag. neveik. r.; vksm. dlv. mot.
g. būt. l. vns. šauksm. neveik. r.; vksm. dlv. bev. g. būt. l.
neveik. r.
408
apdovanotas 4 ap-dov-an-o-t-as apdovanoti; vksm. dlv. vyr. g. būt. l. vns. vard. neveik. r.;
vksm. dlv. vyr. g. būt. l. vns. šauksm. neveik. r.; vksm. dlv.
mot. g. būt. l. dgs. gal. neveik. r.
apdovanotos 1 ap-dov-an-o-t-os apdovanoti; vksm. dlv. mot. g. būt. l. vns. kilm. neveik. r.;
vksm. dlv. mot. g. būt. l. dgs. vard. neveik. r.; vksm. dlv. mot.
g. būt. l. dgs. šauksm. neveik. r.
apdraustajam 1 ap-draus-t-ajam apdrausti; vksm. dlv. vyr. g. būt. l. vns. naud. įvardž. neveik. r.
apdraustas 4 ap-draus-t-as apdrausti; vksm. dlv. vyr. g. būt. l. vns. vard. neveik. r.; vksm.
dlv. vyr. g. būt. l. vns. šauksm. neveik. r.; vksm. dlv. mot. g.
būt. l. dgs. gal. neveik. r.
apdrausti 1 ap-draus-t-i apdrausti; vksm. dlv. vyr. g. būt. l. dgs. vard. neveik. r.; vksm.
dlv. vyr. g. būt. l. dgs. šauksm. neveik. r.
apdraustųjų 1 ap-draus-t-ųjų apdrausti; vksm. dlv. vyr. g. būt. l. dgs. kilm. įvardž. neveik. r.;
vksm. dlv. mot. g. būt. l. dgs. kilm. įvardž. neveik. r.
apdraustuoju 1 ap-draus-t-uoju apdrausti; vksm. dlv. vyr. g. būt. l. vns. įnag. įvardž. neveik. r.
apdribusios 1 ap-drib-us-ios apdribti; vksm. dlv. mot. g. būt. k. l. vns. kilm. veik. r.; vksm.
dlv. mot. g. būt. k. l. dgs. vard. veik. r.; vksm. dlv. mot. g. būt.
k. l. dgs. šauksm. veik. r.
apdribusių 1 ap-drib-us-ių apdribti; vksm. dlv. vyr. g. būt. k. l. dgs. kilm. veik. r.; vksm.
dlv. mot. g. būt. k. l. dgs. kilm. veik. r.
apdriskę 2 ap-drisk-ę apdriksti; vksm. dlv. vyr. g. būt. k. l. dgs. vard. veik. r.; vksm.
dlv. vyr. g. būt. k. l. dgs. šauksm. veik. r.; vksm. dlv. bev. g.
būt. k. l. veik. r.
apdriskusiais 1 ap-drisk-us-iais apdriksti; vksm. dlv. vyr. g. būt. k. l. dgs. įnag. veik. r.
apdulkinami 1 ap-dulk-in-am-i apdulkinti; vksm. dlv. vyr. g. es. l. dgs. vard. neveik. r.; vksm.
dlv. vyr. g. es. l. dgs. šauksm. neveik. r.
apdūmiję 1 ap-dūm-ij-ę apdūmyti; vksm. dlv. vyr. g. būt. k. l. dgs. vard. veik. r.; vksm.
dlv. vyr. g. būt. k. l. dgs. šauksm. veik. r.; vksm. dlv. bev. g.
būt. k. l. veik. r.
apėmęs 1 ap-ėm-ęs apimti; vksm. dlv. vyr. g. būt. k. l. vns. vard. veik. r.; vksm. dlv.
vyr. g. būt. k. l. vns. šauksm. veik. r.
apėmusi 1 ap-ėm-us-i apimti; vksm. dlv. mot. g. būt. k. l. vns. vard. veik. r.; vksm.
dlv. mot. g. būt. k. l. vns. šauksm. veik. r.
apėmusios 1 ap-ėm-us-ios apimti; vksm. dlv. mot. g. būt. k. l. vns. kilm. veik. r.; vksm.
dlv. mot. g. būt. k. l. dgs. vard. veik. r.; vksm. dlv. mot. g. būt.
k. l. dgs. šauksm. veik. r.
apgadintas 1 ap-gad-in-t-as apgadinti; vksm. dlv. vyr. g. būt. l. vns. vard. neveik. r.; vksm.
dlv. vyr. g. būt. l. vns. šauksm. neveik. r.; vksm. dlv. mot. g.
būt. l. dgs. gal. neveik. r.
apgadinti 1 ap-gad-in-t-i apgadinti; vksm. dlv. vyr. g. būt. l. dgs. vard. neveik. r.; vksm.
dlv. vyr. g. būt. l. dgs. šauksm. neveik. r.
apgalvota 2 ap-galv-o-t-a apgalvoti; vksm. dlv. mot. g. būt. l. vns. vard. neveik. r.; vksm.
dlv. mot. g. būt. l. vns. įnag. neveik. r.; vksm. dlv. mot. g. būt.
l. vns. šauksm. neveik. r.; vksm. dlv. bev. g. būt. l. neveik. r.
apgalvotą 1 ap-galv-o-t-ą apgalvoti; vksm. dlv. vyr. g. būt. l. vns. gal. neveik. r.; vksm.
dlv. mot. g. būt. l. vns. gal. neveik. r.
409
apgalvotai 1 ap-galv-o-t-ai apgalvoti; vksm. dlv. mot. g. būt. l. vns. naud. neveik. r.
apgalvotus 1 ap-galv-o-t-us apgalvoti; vksm. dlv. vyr. g. būt. l. dgs. gal. neveik. r.
apgaubiami 1 ap-gaub-iam-i apgaubti; vksm. dlv. vyr. g. es. l. dgs. vard. neveik. r.; vksm.
dlv. vyr. g. es. l. dgs. šauksm. neveik. r.
apgaubta 1 ap-gaub-t-a apgaubti; vksm. dlv. mot. g. būt. l. vns. vard. neveik. r.; vksm.
dlv. mot. g. būt. l. vns. įnag. neveik. r.; vksm. dlv. mot. g. būt.
l. vns. šauksm. neveik. r.; vksm. dlv. bev. g. būt. l. neveik. r.
apgaubti 2 ap-gaub-t-i apgaubti; vksm. dlv. vyr. g. būt. l. dgs. vard. neveik. r.; vksm.
dlv. vyr. g. būt. l. dgs. šauksm. neveik. r.
apgaudinėjamas 2 ap-gau-dinėj-am-as apgaudinėti; vksm. dlv. vyr. g. es. l. vns. vard. neveik. r.;
vksm. dlv. vyr. g. es. l. vns. šauksm. neveik. r.; vksm. dlv. mot.
g. es. l. dgs. gal. neveik. r.
apgauta 1 ap-gau-t-a apgauti; vksm. dlv. mot. g. būt. l. vns. vard. neveik. r.; vksm.
dlv. mot. g. būt. l. vns. įnag. neveik. r.; vksm. dlv. mot. g. būt.
l. vns. šauksm. neveik. r.; vksm. dlv. bev. g. būt. l. neveik. r.
apgautas 3 ap-gau-t-as apgauti; vksm. dlv. vyr. g. būt. l. vns. vard. neveik. r.; vksm.
dlv. vyr. g. būt. l. vns. šauksm. neveik. r.; vksm. dlv. mot. g.
būt. l. dgs. gal. neveik. r.
apgintų 1 ap-gin-t-ų apginti; vksm. dlv. vyr. g. būt. l. dgs. kilm. neveik. r.; vksm.
dlv. mot. g. būt. l. dgs. kilm. neveik. r.
apgyvendinamas 1 ap-gy-v-en-din-am-as apgyvendinti; vksm. dlv. vyr. g. es. l. vns. vard. neveik. r.;
vksm. dlv. vyr. g. es. l. vns. šauksm. neveik. r.; vksm. dlv. mot.
g. es. l. dgs. gal. neveik. r.
apgyvendintus 1 ap-gy-v-en-din-t-us apgyvendinti; vksm. dlv. vyr. g. būt. l. dgs. gal. neveik. r.
apgyventas 1 ap-gy-v-en-t-as apgyventi; vksm. dlv. vyr. g. būt. l. vns. vard. neveik. r.; vksm.
dlv. vyr. g. būt. l. vns. šauksm. neveik. r.; vksm. dlv. mot. g.
būt. l. dgs. gal. neveik. r.
apgyvenusiems 1 ap-gy-v-en-us-iems apgyventi; vksm. dlv. vyr. g. būt. k. l. dgs. naud. veik. r.
apglėbusį 1 ap-glėb-us-į apglėbti; vksm. dlv. vyr. g. būt. k. l. vns. gal. veik. r.
apglėbusios 1 ap-glėb-us-ios apglėbti; vksm. dlv. mot. g. būt. k. l. vns. kilm. veik. r.; vksm.
dlv. mot. g. būt. k. l. dgs. vard. veik. r.; vksm. dlv. mot. g. būt.
k. l. dgs. šauksm. veik. r.
apgniaužę 1 ap-gniauž-ę apgniaužti; vksm. dlv. vyr. g. būt. k. l. dgs. vard. veik. r.; vksm.
dlv. vyr. g. būt. k. l. dgs. šauksm. veik. r.; vksm. dlv. bev. g.
būt. k. l. veik. r.
apgniaužęs 1 ap-gniauž-ęs apgniaužti; vksm. dlv. vyr. g. būt. k. l. vns. vard. veik. r.; vksm.
dlv. vyr. g. būt. k. l. vns. šauksm. veik. r.
apgobtą 1 ap-gob-t-ą apgobti; vksm. dlv. vyr. g. būt. l. vns. gal. neveik. r.; vksm. dlv.
mot. g. būt. l. vns. gal. neveik. r.
apgraužtu 1 ap-grauž-t-u apgraužti; vksm. dlv. vyr. g. būt. l. vns. įnag. neveik. r.
apgriauti 1 ap-griau-t-i apgriauti; vksm. dlv. vyr. g. būt. l. dgs. vard. neveik. r.; vksm.
dlv. vyr. g. būt. l. dgs. šauksm. neveik. r.
apgriuvusią 2 ap-griuv-us-ią apgriūti; vksm. dlv. mot. g. būt. k. l. vns. gal. veik. r.
apgriuvusias 1 ap-griuv-us-ias apgriūti; vksm. dlv. mot. g. būt. k. l. dgs. gal. veik. r.
apgriuvusius 1 ap-griuv-us-ius apgriūti; vksm. dlv. vyr. g. būt. k. l. dgs. gal. veik. r.
apibėgęs 1 api-bėg-ęs apibėgti; vksm. dlv. vyr. g. būt. k. l. vns. vard. veik. r.; vksm.
410
dlv. vyr. g. būt. k. l. vns. šauksm. veik. r.
apibendrinami 4 api-bendr-in-am-i apibendrinti; vksm. dlv. vyr. g. es. l. dgs. vard. neveik. r.;
vksm. dlv. vyr. g. es. l. dgs. šauksm. neveik. r.
apibendrinamosios 1 api-bendr-in-am-osios apibendrinti; vksm. dlv. mot. g. es. l. vns. kilm. įvardž. neveik.
r.; vksm. dlv. mot. g. es. l. dgs. vard. įvardž. neveik. r.; vksm.
dlv. mot. g. es. l. dgs. šauksm. įvardž. neveik. r.
apibendrinančiame 1 api-bendr-in-anč-iame apibendrinti; vksm. dlv. vyr. g. es. l. vns. viet. veik. r.
apibendrinta 2 api-bendr-in-t-a apibendrinti; vksm. dlv. mot. g. būt. l. vns. vard. neveik. r.;
vksm. dlv. mot. g. būt. l. vns. įnag. neveik. r.; vksm. dlv. mot.
g. būt. l. vns. šauksm. neveik. r.; vksm. dlv. bev. g. būt. l.
neveik. r.
apibendrintą 2 api-bendr-in-t-ą apibendrinti; vksm. dlv. vyr. g. būt. l. vns. gal. neveik. r.;
vksm. dlv. mot. g. būt. l. vns. gal. neveik. r.
apibendrintai 4 api-bendr-in-t-ai apibendrinti; vksm. dlv. mot. g. būt. l. vns. naud. neveik. r.
apibendrintas 2 api-bendr-in-t-as apibendrinti; vksm. dlv. vyr. g. būt. l. vns. vard. neveik. r.;
vksm. dlv. vyr. g. būt. l. vns. šauksm. neveik. r.; vksm. dlv.
mot. g. būt. l. dgs. gal. neveik. r.
apibendrinti 6 api-bendr-in-t-i apibendrinti; vksm. dlv. vyr. g. būt. l. dgs. vard. neveik. r.;
vksm. dlv. vyr. g. būt. l. dgs. šauksm. neveik. r.
apibendrintiems 1 api-bendr-in-t-iems apibendrinti; vksm. dlv. vyr. g. būt. l. dgs. naud. neveik. r.
apibendrintu 1 api-bendr-in-t-u apibendrinti; vksm. dlv. vyr. g. būt. l. vns. įnag. neveik. r.
apiblaškę 1 api-blašk-ę apiblaškyti; vksm. dlv. vyr. g. būt. k. l. dgs. vard. veik. r.; vksm.
dlv. vyr. g. būt. k. l. dgs. šauksm. veik. r.; vksm. dlv. bev. g.
būt. k. l. veik. r.
apibrėžiama 3 api-brėž-iam-a apibrėžti; vksm. dlv. mot. g. es. l. vns. vard. neveik. r.; vksm.
dlv. mot. g. es. l. vns. įnag. neveik. r.; vksm. dlv. mot. g. es. l.
vns. šauksm. neveik. r.; vksm. dlv. bev. g. es. l. neveik. r.
apibrėžiamas 3 api-brėž-iam-as apibrėžti; vksm. dlv. vyr. g. es. l. vns. vard. neveik. r.; vksm.
dlv. vyr. g. es. l. vns. šauksm. neveik. r.; vksm. dlv. mot. g. es.
l. dgs. gal. neveik. r.
apibrėžiami 1 api-brėž-iam-i apibrėžti; vksm. dlv. vyr. g. es. l. dgs. vard. neveik. r.; vksm.
dlv. vyr. g. es. l. dgs. šauksm. neveik. r.
apibrėžiamoji 2 api-brėž-iam-oji apibrėžti; vksm. dlv. mot. g. es. l. vns. vard. įvardž. neveik. r.;
vksm. dlv. mot. g. es. l. vns. šauksm. įvardž. neveik. r.
apibrėžianti 1 api-brėž-iant-i apibrėžti; vksm. dlv. mot. g. es. l. vns. vard. veik. r.; vksm. dlv.
mot. g. es. l. vns. šauksm. veik. r.
apibrėžta 2 api-brėž-t-a apibrėžti; vksm. dlv. mot. g. būt. l. vns. vard. neveik. r.; vksm.
dlv. mot. g. būt. l. vns. įnag. neveik. r.; vksm. dlv. mot. g. būt.
l. vns. šauksm. neveik. r.; vksm. dlv. bev. g. būt. l. neveik. r.
apibrėžtą 2 api-brėž-t-ą apibrėžti; vksm. dlv. vyr. g. būt. l. vns. gal. neveik. r.; vksm.
dlv. mot. g. būt. l. vns. gal. neveik. r.
apibrėžtas 2 api-brėž-t-as apibrėžti; vksm. dlv. vyr. g. būt. l. vns. vard. neveik. r.; vksm.
dlv. vyr. g. būt. l. vns. šauksm. neveik. r.; vksm. dlv. mot. g.
būt. l. dgs. gal. neveik. r.
apibrėžti 3 api-brėž-t-i apibrėžti; vksm. dlv. vyr. g. būt. l. dgs. vard. neveik. r.; vksm.
dlv. vyr. g. būt. l. dgs. šauksm. neveik. r.
411
apibrėžtos 3 api-brėž-t-os apibrėžti; vksm. dlv. mot. g. būt. l. vns. kilm. neveik. r.; vksm.
dlv. mot. g. būt. l. dgs. vard. neveik. r.; vksm. dlv. mot. g. būt.
l. dgs. šauksm. neveik. r.
apibrėžtus 1 api-brėž-t-us apibrėžti; vksm. dlv. vyr. g. būt. l. dgs. gal. neveik. r.
apibūdinama 2 api-bū-d-in-am-a apibūdinti; vksm. dlv. mot. g. es. l. vns. vard. neveik. r.; vksm.
dlv. mot. g. es. l. vns. įnag. neveik. r.; vksm. dlv. mot. g. es. l.
vns. šauksm. neveik. r.; vksm. dlv. bev. g. es. l. neveik. r.
apibūdinamą 1 api-bū-d-in-am-ą apibūdinti; vksm. dlv. vyr. g. es. l. vns. gal. neveik. r.; vksm.
dlv. mot. g. es. l. vns. gal. neveik. r.
apibūdinamajam 1 api-bū-d-in-am-ajam apibūdinti; vksm. dlv. vyr. g. es. l. vns. naud. įvardž. neveik. r.
apibūdinamas 1 api-bū-d-in-am-as apibūdinti; vksm. dlv. vyr. g. es. l. vns. vard. neveik. r.; vksm.
dlv. vyr. g. es. l. vns. šauksm. neveik. r.; vksm. dlv. mot. g. es.
l. dgs. gal. neveik. r.
apibūdinami 2 api-bū-d-in-am-i apibūdinti; vksm. dlv. vyr. g. es. l. dgs. vard. neveik. r.; vksm.
dlv. vyr. g. es. l. dgs. šauksm. neveik. r.
apibūdinamo 1 api-bū-d-in-am-o apibūdinti; vksm. dlv. vyr. g. es. l. vns. kilm. neveik. r.
apibūdinamos 3 api-bū-d-in-am-os apibūdinti; vksm. dlv. mot. g. es. l. vns. kilm. neveik. r.; vksm.
dlv. mot. g. es. l. dgs. vard. neveik. r.; vksm. dlv. mot. g. es. l.
dgs. šauksm. neveik. r.
apibūdinančiu 1 api-bū-d-in-anč-iu apibūdinti; vksm. dlv. vyr. g. es. l. vns. įnag. veik. r.
